1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,AVERAGE
92.92,58.58,50.5,79.79,55.55,57.57,96.96,84.84,75.75,76.76,81.81,61.61,96.96,68.68,50.5,72.58533333
55.55,58.58,89.89,78.78,60.6,99.99,68.68,87.87,73.73,78.78,63.63,55.55,55.55,60.6,88.88,71.77733333
86.86,78.78,54.54,51.51,61.61,64.64,88.88,91.91,79.79,53.53,78.78,88.88,66.66,95.95,87.87,75.346
97.97,62.62,57.57,58.58,95.95,89.89,81.81,85.85,82.82,65.65,97.97,78.78,54.54,68.68,84.84,77.568
80.8,85.85,77.77,63.63,75.75,66.66,61.61,51.51,87.87,96.96,55.55,62.62,58.58,73.73,67.67,71.104
68.68,50.5,89.89,75.75,90.9,50.5,55.55,88.88,58.58,92.92,68.68,60.6,59.59,79.79,89.89,72.04666667
71.71,75.75,82.82,93.93,63.63,72.72,56.56,72.72,53.53,84.84,73.73,75.75,96.96,68.68,89.89,75.548
64.64,89.89,56.56,68.68,57.57,61.61,83.83,90.9,94.94,95.95,52.52,79.79,96.96,57.57,84.84,75.75
66.66,74.74,73.73,54.54,99.99,87.87,87.87,76.76,71.71,57.57,60.6,79.79,51.51,65.65,88.88,73.19133333
56.56,54.54,73.73,57.57,76.76,80.8,74.74,66.66,92.92,66.66,74.74,93.93,53.53,70.7,91.91,72.38333333
81.81,72.72,54.54,62.62,57.57,73.73,93.93,98.98,87.87,57.57,70.7,93.93,71.71,92.92,63.63,75.61533333
90.9,74.74,72.72,89.89,79.79,85.85,91.91,97.97,77.77,75.75,86.86,53.53,68.68,74.74,56.56,78.51066667
54.54,57.57,91.91,56.56,92.92,98.98,68.68,60.6,64.64,74.74,94.94,64.64,56.56,88.88,53.53,71.97933333
82.82,88.88,63.63,69.69,79.79,53.53,82.82,96.96,60.6,53.53,91.91,95.95,73.73,64.64,52.52,74.06666667
89.89,83.83,70.7,77.77,56.56,99.99,87.87,50.5,81.81,85.85,75.75,53.53,56.56,91.91,79.79,76.154
90.9,89.89,57.57,60.6,66.66,75.75,64.64,68.68,79.79,57.57,69.69,77.77,73.73,61.61,80.8,71.71
78.78,86.86,71.71,99.99,72.72,51.51,89.89,87.87,58.58,53.53,69.69,94.94,92.92,89.89,55.55,76.962
61.61,98.98,73.73,89.89,61.61,92.92,60.6,51.51,70.7,93.93,78.78,50.5,77.77,81.81,73.73,74.538
72.72,55.55,71.71,65.65,84.84,83.83,81.81,98.98,99.99,70.7,58.58,80.8,59.59,81.81,68.68,75.68266667
63.63,89.89,56.56,56.56,71.71,83.83,60.6,77.77,83.83,78.78,80.8,56.56,66.66,96.96,64.64,72.58533333
97.97,84.84,52.52,71.71,57.57,50.5,97.97,87.87,55.55,71.71,89.89,57.57,62.62,86.86,81.81,73.79733333
80.8,98.98,52.52,74.74,87.87,53.53,77.77,81.81,52.52,63.63,65.65,93.93,97.97,55.55,68.68,73.73
76.76,98.98,69.69,62.62,68.68,86.86,76.76,61.61,85.85,77.77,63.63,79.79,91.91,84.84,61.61,76.49066667
59.59,76.76,90.9,66.66,86.86,81.81,93.93,51.51,89.89,96.96,60.6,79.79,78.78,50.5,59.59,74.942
87.87,74.74,77.77,92.92,51.51,59.59,79.79,91.91,51.51,63.63,97.97,63.63,61.61,82.82,53.53,72.72
60.6,65.65,57.57,60.6,59.59,72.72,82.82,58.58,54.54,88.88,88.88,97.97,74.74,86.86,69.69,71.97933333
73.73,73.73,82.82,62.62,57.57,98.98,94.94,83.83,86.86,53.53,64.64,75.75,88.88,73.73,56.56,75.21133333
55.55,97.97,63.63,83.83,70.7,62.62,74.74,64.64,50.5,81.81,64.64,67.67,59.59,66.66,89.89,70.296
63.63,69.69,96.96,85.85,50.5,88.88,51.51,67.67,58.58,83.83,92.92,92.92,58.58,69.69,72.72,73.59533333
83.83,61.61,71.71,54.54,83.83,70.7,97.97,74.74,79.79,55.55,90.9,97.97,78.78,65.65,83.83,76.76
96.96,50.5,56.56,86.86,53.53,62.62,75.75,95.95,88.88,75.75,80.8,83.83,82.82,51.51,71.71,74.26866667
96.96,65.65,97.97,75.75,90.9,75.75,68.68,61.61,52.52,97.97,69.69,85.85,70.7,60.6,68.68,75.952
62.62,92.92,62.62,50.5,65.65,65.65,91.91,73.73,58.58,58.58,96.96,98.98,87.87,53.53,64.64,72.316
91.91,78.78,60.6,68.68,96.96,84.84,87.87,69.69,92.92,90.9,57.57,71.71,84.84,69.69,83.83,79.386
57.57,55.55,53.53,61.61,81.81,98.98,62.62,88.88,94.94,88.88,71.71,55.55,80.8,80.8,66.66,73.326
54.54,95.95,80.8,99.99,77.77,88.88,57.57,59.59,72.72,99.99,94.94,93.93,71.71,85.85,70.7,80.32866667
90.9,73.73,87.87,64.64,55.55,54.54,88.88,80.8,53.53,83.83,89.89,85.85,62.62,91.91,70.7,75.68266667
86.86,61.61,57.57,71.71,89.89,63.63,64.64,73.73,86.86,71.71,71.71,95.95,50.5,83.83,69.69,73.326
52.52,74.74,69.69,79.79,76.76,79.79,89.89,76.76,66.66,76.76,91.91,99.99,96.96,77.77,65.65,78.376
81.81,69.69,94.94,65.65,67.67,59.59,84.84,66.66,67.67,83.83,92.92,94.94,93.93,95.95,96.96,81.13666667
76.76,59.59,83.83,61.61,79.79,65.65,67.67,80.8,67.67,55.55,91.91,65.65,76.76,50.5,97.97,72.114
88.88,74.74,59.59,97.97,81.81,69.69,81.81,74.74,69.69,84.84,70.7,76.76,64.64,93.93,77.77,77.83733333
78.78,67.67,89.89,81.81,62.62,83.83,90.9,64.64,53.53,73.73,77.77,73.73,59.59,61.61,81.81,73.46066667
55.55,82.82,96.96,64.64,58.58,99.99,96.96,67.67,75.75,91.91,73.73,62.62,56.56,97.97,54.54,75.75
67.67,62.62,71.71,83.83,51.51,51.51,68.68,79.79,89.89,68.68,87.87,62.62,98.98,55.55,84.84,72.38333333
77.77,86.86,98.98,81.81,73.73,97.97,82.82,92.92,52.52,50.5,65.65,76.76,51.51,70.7,68.68,75.27866667
78.78,57.57,91.91,73.73,61.61,60.6,94.94,75.75,54.54,66.66,89.89,93.93,84.84,85.85,61.61,75.48066667
88.88,71.71,80.8,50.5,95.95,67.67,51.51,70.7,74.74,93.93,64.64,73.73,99.99,50.5,65.65,73.39333333
97.97,67.67,53.53,87.87,58.58,55.55,75.75,96.96,63.63,81.81,52.52,50.5,89.89,61.61,95.95,72.65266667
69.69,90.9,65.65,68.68,50.5,56.56,64.64,64.64,97.97,65.65,70.7,55.55,81.81,71.71,75.75,70.02666667
91.91,92.92,64.64,87.87,82.82,75.75,53.53,84.84,95.95,64.64,51.51,95.95,55.55,93.93,67.67,77.29866667
74.74,56.56,77.77,97.97,61.61,62.62,53.53,75.75,78.78,67.67,63.63,56.56,85.85,78.78,68.68,70.7
63.63,89.89,83.83,62.62,99.99,81.81,64.64,67.67,86.86,52.52,93.93,98.98,53.53,71.71,81.81,76.89466667
53.53,61.61,63.63,53.53,82.82,50.5,52.52,80.8,67.67,82.82,65.65,63.63,91.91,77.77,96.96,69.69
63.63,79.79,71.71,85.85,99.99,67.67,72.72,94.94,77.77,62.62,68.68,91.91,64.64,53.53,69.69,75.00933333
54.54,72.72,52.52,82.82,63.63,85.85,96.96,54.54,86.86,90.9,50.5,63.63,65.65,76.76,93.93,72.78733333
78.78,75.75,78.78,61.61,84.84,75.75,75.75,68.68,76.76,98.98,71.71,60.6,91.91,89.89,76.76,77.77
65.65,94.94,80.8,87.87,74.74,70.7,77.77,90.9,99.99,70.7,66.66,70.7,82.82,81.81,54.54,78.03933333
71.71,61.61,57.57,56.56,94.94,75.75,67.67,71.71,96.96,61.61,70.7,53.53,72.72,89.89,99.99,73.528
72.72,93.93,69.69,58.58,73.73,65.65,97.97,74.74,65.65,59.59,68.68,94.94,59.59,57.57,64.64,71.84466667
96.96,73.73,80.8,62.62,58.58,63.63,86.86,98.98,82.82,60.6,99.99,97.97,59.59,69.69,81.81,78.30866667
51.51,89.89,79.79,90.9,90.9,56.56,90.9,95.95,54.54,87.87,93.93,92.92,74.74,80.8,96.96,81.87733333
96.96,58.58,51.51,53.53,67.67,51.51,50.5,71.71,52.52,95.95,63.63,91.91,91.91,68.68,52.52,67.93933333
72.72,56.56,88.88,94.94,77.77,51.51,83.83,78.78,61.61,66.66,68.68,55.55,54.54,91.91,71.71,71.71
70.7,77.77,80.8,63.63,64.64,73.73,58.58,82.82,83.83,57.57,62.62,71.71,89.89,51.51,87.87,71.84466667
69.69,75.75,65.65,82.82,92.92,64.64,99.99,76.76,50.5,98.98,77.77,88.88,96.96,57.57,73.73,78.174
61.61,89.89,94.94,80.8,78.78,89.89,92.92,83.83,57.57,87.87,67.67,78.78,75.75,95.95,84.84,81.406
85.85,72.72,83.83,76.76,92.92,54.54,82.82,65.65,99.99,97.97,51.51,59.59,58.58,53.53,68.68,73.66266667
99.99,57.57,65.65,51.51,68.68,73.73,92.92,95.95,85.85,74.74,51.51,95.95,60.6,95.95,58.58,75.27866667
68.68,76.76,98.98,70.7,82.82,95.95,56.56,80.8,70.7,55.55,96.96,60.6,67.67,83.83,80.8,76.49066667
91.91,73.73,54.54,72.72,68.68,59.59,72.72,64.64,82.82,75.75,57.57,51.51,89.89,85.85,98.98,73.39333333
72.72,66.66,91.91,80.8,56.56,95.95,67.67,78.78,67.67,76.76,59.59,90.9,76.76,95.95,55.55,75.61533333
78.78,66.66,75.75,80.8,99.99,63.63,99.99,95.95,92.92,65.65,63.63,52.52,89.89,55.55,78.78,77.366
92.92,57.57,51.51,84.84,73.73,74.74,61.61,64.64,93.93,88.88,79.79,90.9,77.77,65.65,51.51,73.99933333
59.59,63.63,57.57,71.71,74.74,75.75,71.71,70.7,55.55,87.87,93.93,58.58,92.92,69.69,54.54,70.56533333
83.83,71.71,64.64,54.54,69.69,55.55,67.67,70.7,80.8,95.95,83.83,97.97,50.5,74.74,64.64,72.45066667
50.5,80.8,53.53,77.77,50.5,50.5,67.67,82.82,71.71,53.53,54.54,96.96,82.82,75.75,89.89,69.286
51.51,56.56,70.7,71.71,86.86,99.99,72.72,78.78,67.67,88.88,76.76,91.91,65.65,85.85,89.89,77.02933333
97.97,62.62,84.84,55.55,78.78,96.96,77.77,63.63,69.69,70.7,84.84,87.87,77.77,53.53,64.64,75.144
83.83,54.54,79.79,79.79,86.86,81.81,83.83,70.7,76.76,74.74,87.87,52.52,74.74,55.55,54.54,73.19133333
65.65,83.83,97.97,84.84,62.62,71.71,70.7,77.77,75.75,86.86,86.86,53.53,62.62,72.72,92.92,76.42333333
74.74,67.67,74.74,84.84,69.69,69.69,93.93,52.52,98.98,52.52,89.89,74.74,90.9,71.71,89.89,77.09666667
56.56,78.78,93.93,77.77,56.56,66.66,69.69,73.73,85.85,64.64,79.79,72.72,65.65,94.94,74.74,74.134
88.88,59.59,92.92,74.74,64.64,58.58,96.96,92.92,92.92,99.99,82.82,57.57,63.63,52.52,96.96,78.376
65.65,50.5,76.76,95.95,79.79,69.69,98.98,75.75,51.51,63.63,99.99,96.96,78.78,78.78,81.81,77.63533333
83.83,59.59,85.85,89.89,58.58,92.92,72.72,59.59,79.79,74.74,64.64,61.61,56.56,63.63,64.64,71.23866667
78.78,94.94,95.95,71.71,91.91,88.88,56.56,79.79,58.58,94.94,53.53,69.69,72.72,69.69,56.56,75.61533333
65.65,91.91,65.65,67.67,86.86,62.62,96.96,75.75,50.5,65.65,77.77,63.63,75.75,75.75,93.93,74.40333333
79.79,87.87,91.91,73.73,96.96,66.66,58.58,96.96,94.94,98.98,87.87,57.57,60.6,80.8,89.89,81.54066667
57.57,70.7,69.69,53.53,59.59,99.99,91.91,61.61,76.76,83.83,51.51,93.93,84.84,71.71,65.65,72.85466667
77.77,55.55,73.73,62.62,68.68,81.81,57.57,59.59,83.83,77.77,83.83,54.54,77.77,93.93,92.92,73.46066667
73.73,51.51,89.89,50.5,71.71,89.89,65.65,69.69,76.76,70.7,63.63,56.56,91.91,59.59,53.53,69.01666667
65.65,80.8,80.8,52.52,64.64,80.8,79.79,73.73,89.89,75.75,82.82,70.7,74.74,53.53,88.88,74.336
71.71,69.69,55.55,95.95,84.84,64.64,60.6,96.96,66.66,54.54,62.62,59.59,74.74,59.59,90.9,71.23866667
66.66,56.56,64.64,61.61,99.99,75.75,57.57,70.7,97.97,52.52,52.52,72.72,90.9,89.89,61.61,71.44066667
73.73,98.98,96.96,53.53,50.5,66.66,83.83,91.91,94.94,80.8,76.76,63.63,89.89,78.78,96.96,79.85733333
98.98,90.9,65.65,84.84,70.7,58.58,67.67,87.87,69.69,81.81,83.83,89.89,67.67,89.89,67.67,78.376
92.92,57.57,55.55,79.79,57.57,85.85,87.87,90.9,97.97,58.58,79.79,90.9,60.6,70.7,94.94,77.43333333
99.99,91.91,55.55,67.67,92.92,65.65,60.6,69.69,54.54,76.76,55.55,52.52,93.93,71.71,84.84,72.922
85.85,84.84,68.68,50.5,74.74,84.84,87.87,87.87,50.5,57.57,94.94,53.53,51.51,85.85,70.7,72.65266667
69.69,98.98,76.76,92.92,69.69,66.66,55.55,81.81,58.58,57.57,75.75,97.97,92.92,54.54,94.94,76.28866667
60.6,69.69,63.63,80.8,99.99,63.63,89.89,50.5,53.53,75.75,69.69,51.51,65.65,96.96,86.86,71.912
95.95,93.93,81.81,93.93,64.64,74.74,70.7,78.78,90.9,64.64,75.75,71.71,70.7,96.96,92.92,81.204
63.63,93.93,94.94,94.94,57.57,83.83,93.93,59.59,75.75,67.67,56.56,57.57,79.79,96.96,59.59,75.75
58.58,79.79,59.59,98.98,97.97,84.84,69.69,65.65,82.82,79.79,79.79,90.9,54.54,97.97,69.69,78.03933333
92.92,55.55,53.53,56.56,72.72,87.87,72.72,85.85,63.63,97.97,73.73,76.76,66.66,53.53,76.76,72.45066667
65.65,52.52,66.66,75.75,88.88,63.63,91.91,89.89,90.9,69.69,73.73,65.65,69.69,97.97,87.87,76.69266667
80.8,71.71,77.77,79.79,62.62,85.85,82.82,50.5,77.77,66.66,69.69,93.93,50.5,69.69,93.93,74.26866667
83.83,93.93,75.75,66.66,66.66,96.96,85.85,79.79,69.69,53.53,83.83,64.64,78.78,68.68,65.65,75.61533333
61.61,60.6,99.99,68.68,68.68,68.68,52.52,85.85,56.56,82.82,84.84,80.8,52.52,98.98,63.63,72.45066667
50.5,51.51,79.79,50.5,91.91,87.87,82.82,79.79,91.91,58.58,96.96,55.55,93.93,60.6,93.93,75.07666667
68.68,93.93,68.68,87.87,63.63,65.65,88.88,93.93,95.95,85.85,94.94,54.54,94.94,83.83,90.9,82.14666667
90.9,78.78,81.81,60.6,59.59,50.5,76.76,90.9,73.73,95.95,97.97,93.93,76.76,80.8,67.67,78.44333333
90.9,97.97,84.84,53.53,50.5,63.63,84.84,53.53,82.82,61.61,55.55,92.92,87.87,88.88,57.57,73.79733333
57.57,57.57,79.79,86.86,54.54,96.96,77.77,90.9,73.73,81.81,80.8,58.58,98.98,80.8,84.84,77.43333333
85.85,73.73,72.72,96.96,96.96,67.67,56.56,61.61,97.97,93.93,52.52,51.51,91.91,93.93,55.55,76.62533333
92.92,74.74,52.52,54.54,96.96,90.9,53.53,87.87,59.59,76.76,62.62,50.5,90.9,92.92,94.94,75.48066667
81.81,66.66,56.56,67.67,74.74,86.86,83.83,63.63,83.83,59.59,52.52,50.5,71.71,90.9,94.94,72.38333333
75.75,75.75,69.69,51.51,62.62,56.56,91.91,83.83,90.9,84.84,68.68,53.53,54.54,99.99,80.8,73.39333333
66.66,80.8,61.61,87.87,69.69,74.74,60.6,92.92,98.98,65.65,90.9,64.64,95.95,86.86,58.58,77.09666667
81.81,78.78,74.74,88.88,97.97,75.75,66.66,63.63,92.92,64.64,50.5,64.64,66.66,96.96,97.97,77.50066667
66.66,60.6,92.92,52.52,71.71,51.51,81.81,61.61,99.99,92.92,54.54,69.69,69.69,71.71,99.99,73.19133333
82.82,52.52,55.55,55.55,51.51,71.71,53.53,53.53,77.77,76.76,73.73,70.7,83.83,86.86,79.79,68.41066667
53.53,69.69,78.78,67.67,92.92,87.87,54.54,78.78,78.78,92.92,68.68,51.51,78.78,66.66,75.75,73.124
98.98,93.93,81.81,81.81,82.82,90.9,75.75,53.53,73.73,89.89,60.6,65.65,58.58,64.64,52.52,75.00933333
53.53,74.74,96.96,79.79,72.72,91.91,89.89,84.84,86.86,73.73,77.77,70.7,67.67,99.99,52.52,78.24133333
61.61,55.55,77.77,78.78,59.59,91.91,82.82,76.76,65.65,90.9,59.59,89.89,70.7,67.67,57.57,72.45066667
63.63,76.76,65.65,78.78,60.6,62.62,96.96,93.93,91.91,72.72,57.57,91.91,68.68,98.98,98.98,78.64533333
59.59,98.98,75.75,62.62,81.81,58.58,93.93,92.92,99.99,74.74,79.79,89.89,93.93,88.88,61.61,80.86733333
70.7,56.56,91.91,92.92,56.56,54.54,52.52,61.61,78.78,69.69,97.97,54.54,99.99,99.99,62.62,73.39333333
66.66,53.53,96.96,72.72,64.64,71.71,96.96,87.87,84.84,89.89,99.99,53.53,88.88,55.55,71.71,77.02933333
80.8,73.73,65.65,82.82,82.82,78.78,94.94,67.67,58.58,94.94,56.56,83.83,54.54,62.62,80.8,74.60533333
58.58,81.81,99.99,50.5,55.55,71.71,62.62,91.91,51.51,62.62,52.52,87.87,65.65,74.74,97.97,71.03666667
60.6,65.65,88.88,75.75,98.98,75.75,55.55,77.77,81.81,73.73,58.58,89.89,76.76,60.6,84.84,75.00933333
85.85,52.52,81.81,89.89,56.56,65.65,52.52,98.98,76.76,84.84,62.62,50.5,53.53,65.65,67.67,69.69
56.56,61.61,50.5,67.67,77.77,99.99,75.75,82.82,73.73,98.98,52.52,93.93,98.98,74.74,67.67,75.548
50.5,88.88,60.6,58.58,90.9,71.71,98.98,91.91,89.89,98.98,87.87,86.86,51.51,79.79,63.63,78.03933333
94.94,68.68,63.63,60.6,97.97,75.75,77.77,96.96,65.65,54.54,53.53,96.96,67.67,55.55,84.84,74.336
97.97,96.96,94.94,73.73,56.56,78.78,60.6,90.9,71.71,53.53,60.6,81.81,77.77,92.92,95.95,78.982
88.88,98.98,79.79,87.87,50.5,69.69,55.55,82.82,89.89,77.77,65.65,86.86,53.53,79.79,77.77,76.356
66.66,56.56,91.91,54.54,92.92,94.94,89.89,91.91,53.53,72.72,86.86,55.55,82.82,73.73,77.77,76.154
96.96,90.9,61.61,58.58,99.99,50.5,81.81,98.98,77.77,95.95,75.75,60.6,93.93,94.94,70.7,80.598
80.8,70.7,98.98,84.84,89.89,90.9,58.58,53.53,85.85,58.58,76.76,68.68,56.56,79.79,80.8,75.68266667
52.52,82.82,61.61,93.93,66.66,86.86,63.63,80.8,60.6,57.57,97.97,68.68,99.99,83.83,88.88,76.42333333
74.74,85.85,66.66,61.61,66.66,91.91,95.95,86.86,83.83,70.7,82.82,58.58,68.68,64.64,73.73,75.548
95.95,64.64,87.87,84.84,94.94,67.67,54.54,59.59,86.86,94.94,76.76,71.71,53.53,67.67,95.95,77.164
82.82,74.74,51.51,63.63,85.85,64.64,85.85,50.5,87.87,68.68,76.76,94.94,88.88,56.56,94.94,75.21133333
63.63,93.93,88.88,64.64,99.99,98.98,50.5,70.7,69.69,53.53,78.78,52.52,72.72,82.82,68.68,73.99933333
88.88,94.94,89.89,63.63,61.61,99.99,65.65,93.93,53.53,63.63,92.92,66.66,60.6,94.94,90.9,78.78
81.81,85.85,97.97,88.88,90.9,82.82,65.65,88.88,83.83,84.84,84.84,97.97,81.81,70.7,59.59,83.08933333
88.88,55.55,89.89,82.82,98.98,90.9,96.96,57.57,68.68,51.51,52.52,61.61,94.94,62.62,86.86,76.01933333
50.5,61.61,87.87,94.94,70.7,55.55,90.9,81.81,76.76,61.61,88.88,99.99,63.63,97.97,66.66,76.62533333
85.85,76.76,57.57,53.53,93.93,84.84,50.5,77.77,93.93,95.95,76.76,62.62,94.94,95.95,91.91,79.52066667
95.95,98.98,51.51,96.96,79.79,63.63,62.62,88.88,91.91,61.61,93.93,73.73,52.52,65.65,80.8,77.23133333
82.82,53.53,92.92,97.97,60.6,93.93,54.54,71.71,50.5,90.9,87.87,91.91,71.71,81.81,54.54,75.81733333
91.91,70.7,60.6,61.61,97.97,93.93,98.98,94.94,70.7,89.89,80.8,77.77,52.52,60.6,52.52,77.02933333
87.87,86.86,67.67,59.59,79.79,97.97,95.95,75.75,82.82,66.66,65.65,74.74,59.59,70.7,95.95,77.83733333
89.89,96.96,81.81,73.73,57.57,60.6,53.53,63.63,79.79,67.67,69.69,84.84,56.56,98.98,55.55,72.72
58.58,91.91,97.97,86.86,51.51,66.66,93.93,95.95,94.94,57.57,87.87,73.73,94.94,62.62,56.56,78.10666667
98.98,54.54,77.77,74.74,68.68,68.68,86.86,80.8,50.5,99.99,86.86,65.65,71.71,71.71,72.72,75.346
57.57,89.89,57.57,64.64,78.78,78.78,60.6,83.83,77.77,80.8,77.77,89.89,85.85,53.53,90.9,75.21133333
56.56,50.5,59.59,50.5,71.71,64.64,59.59,66.66,52.52,58.58,81.81,51.51,51.51,65.65,65.65,60.46533333
70.7,64.64,91.91,92.92,74.74,73.73,68.68,69.69,99.99,90.9,81.81,50.5,90.9,54.54,93.93,77.972
60.6,85.85,61.61,72.72,55.55,89.89,90.9,86.86,74.74,53.53,95.95,77.77,94.94,72.72,61.61,75.68266667
52.52,77.77,95.95,92.92,66.66,76.76,73.73,97.97,61.61,89.89,87.87,81.81,84.84,55.55,75.75,78.10666667
93.93,86.86,69.69,87.87,87.87,92.92,67.67,54.54,89.89,64.64,66.66,95.95,92.92,97.97,78.78,81.87733333
85.85,74.74,63.63,96.96,72.72,75.75,55.55,90.9,99.99,85.85,77.77,68.68,65.65,78.78,51.51,76.28866667
60.6,75.75,50.5,82.82,83.83,57.57,79.79,68.68,95.95,75.75,65.65,78.78,84.84,71.71,80.8,74.20133333
64.64,90.9,51.51,54.54,61.61,73.73,55.55,85.85,68.68,64.64,80.8,90.9,58.58,50.5,74.74,68.478
62.62,99.99,65.65,62.62,57.57,76.76,71.71,72.72,58.58,66.66,93.93,67.67,68.68,87.87,86.86,73.326
60.6,66.66,69.69,75.75,98.98,80.8,84.84,59.59,70.7,95.95,66.66,72.72,79.79,88.88,50.5,74.80733333
61.61,81.81,62.62,98.98,58.58,67.67,68.68,59.59,87.87,71.71,68.68,81.81,78.78,76.76,68.68,72.922
55.55,64.64,85.85,61.61,90.9,81.81,99.99,62.62,82.82,53.53,91.91,61.61,88.88,59.59,85.85,75.144
83.83,82.82,89.89,65.65,86.86,64.64,57.57,92.92,89.89,54.54,69.69,72.72,93.93,80.8,56.56,76.154
97.97,63.63,90.9,62.62,80.8,63.63,71.71,86.86,93.93,63.63,66.66,66.66,95.95,93.93,98.98,79.85733333
78.78,51.51,64.64,57.57,78.78,75.75,56.56,67.67,93.93,56.56,70.7,69.69,60.6,71.71,84.84,69.286
51.51,69.69,83.83,51.51,50.5,63.63,95.95,91.91,78.78,85.85,81.81,51.51,68.68,96.96,81.81,73.59533333
78.78,90.9,54.54,71.71,86.86,99.99,64.64,55.55,74.74,59.59,99.99,59.59,52.52,71.71,78.78,73.326
65.65,74.74,92.92,80.8,89.89,62.62,50.5,90.9,72.72,86.86,55.55,57.57,63.63,59.59,75.75,71.97933333
69.69,82.82,63.63,83.83,63.63,81.81,92.92,62.62,81.81,88.88,57.57,52.52,88.88,53.53,64.64,72.58533333
73.73,90.9,85.85,98.98,51.51,79.79,63.63,72.72,52.52,88.88,98.98,58.58,66.66,72.72,74.74,75.346
56.56,77.77,63.63,75.75,75.75,63.63,59.59,78.78,77.77,97.97,76.76,92.92,83.83,59.59,80.8,74.74
93.93,93.93,91.91,77.77,92.92,62.62,57.57,76.76,58.58,57.57,65.65,86.86,53.53,69.69,81.81,74.74
60.6,70.7,56.56,71.71,84.84,71.71,61.61,92.92,64.64,60.6,94.94,58.58,89.89,53.53,82.82,71.71
60.6,51.51,82.82,52.52,88.88,95.95,83.83,70.7,87.87,73.73,61.61,81.81,78.78,51.51,56.56,71.912
68.68,87.87,53.53,93.93,77.77,62.62,65.65,79.79,68.68,73.73,51.51,53.53,96.96,90.9,77.77,73.528
96.96,90.9,58.58,70.7,56.56,90.9,84.84,51.51,97.97,86.86,76.76,50.5,96.96,81.81,93.93,79.04933333
77.77,51.51,77.77,51.51,61.61,59.59,74.74,84.84,98.98,96.96,78.78,61.61,80.8,63.63,57.57,71.84466667
50.5,83.83,89.89,57.57,61.61,88.88,94.94,55.55,98.98,60.6,62.62,84.84,74.74,96.96,69.69,75.41333333
97.97,73.73,96.96,69.69,89.89,53.53,76.76,83.83,97.97,76.76,95.95,82.82,71.71,66.66,93.93,81.87733333
94.94,68.68,64.64,94.94,58.58,94.94,99.99,78.78,99.99,61.61,56.56,58.58,59.59,89.89,74.74,77.09666667
73.73,86.86,84.84,99.99,67.67,57.57,65.65,58.58,80.8,71.71,96.96,74.74,87.87,55.55,61.61,74.942
87.87,85.85,83.83,69.69,55.55,88.88,71.71,74.74,66.66,54.54,59.59,89.89,70.7,53.53,83.83,73.124
77.77,98.98,63.63,63.63,96.96,76.76,64.64,82.82,67.67,95.95,84.84,98.98,62.62,82.82,85.85,80.26133333
52.52,92.92,63.63,53.53,93.93,66.66,63.63,65.65,50.5,83.83,78.78,69.69,83.83,53.53,66.66,69.286
90.9,62.62,51.51,83.83,95.95,80.8,77.77,69.69,69.69,67.67,58.58,68.68,58.58,99.99,85.85,74.80733333
80.8,62.62,85.85,84.84,61.61,91.91,52.52,89.89,72.72,95.95,69.69,95.95,74.74,81.81,50.5,76.76
63.63,53.53,81.81,96.96,79.79,93.93,69.69,82.82,72.72,62.62,73.73,83.83,64.64,56.56,88.88,75.00933333
55.55,88.88,90.9,76.76,65.65,54.54,64.64,90.9,89.89,58.58,62.62,80.8,70.7,63.63,63.63,71.84466667
66.66,62.62,90.9,78.78,92.92,63.63,53.53,57.57,95.95,67.67,87.87,71.71,56.56,99.99,62.62,73.932
99.99,54.54,57.57,80.8,98.98,77.77,93.93,70.7,53.53,60.6,87.87,78.78,73.73,64.64,59.59,74.20133333
83.83,54.54,60.6,96.96,68.68,57.57,53.53,79.79,55.55,89.89,53.53,87.87,90.9,76.76,70.7,72.04666667
77.77,59.59,54.54,96.96,63.63,76.76,51.51,54.54,58.58,94.94,85.85,64.64,62.62,96.96,89.89,72.58533333
63.63,89.89,93.93,80.8,73.73,90.9,61.61,89.89,74.74,55.55,67.67,56.56,77.77,63.63,95.95,75.75
51.51,62.62,70.7,87.87,60.6,60.6,81.81,73.73,50.5,58.58,79.79,61.61,62.62,82.82,50.5,66.39066667
95.95,51.51,83.83,54.54,50.5,74.74,82.82,90.9,54.54,85.85,93.93,51.51,68.68,68.68,52.52,70.7
59.59,67.67,76.76,66.66,70.7,87.87,91.91,89.89,57.57,68.68,71.71,98.98,72.72,65.65,97.97,76.28866667
70.7,86.86,62.62,64.64,68.68,61.61,58.58,67.67,57.57,86.86,80.8,68.68,63.63,71.71,84.84,70.36333333
51.51,65.65,84.84,67.67,59.59,71.71,80.8,50.5,64.64,78.78,83.83,80.8,98.98,54.54,98.98,72.85466667
71.71,76.76,98.98,62.62,85.85,83.83,73.73,57.57,96.96,65.65,91.91,70.7,77.77,55.55,85.85,77.02933333
55.55,79.79,54.54,68.68,62.62,57.57,65.65,89.89,99.99,90.9,76.76,92.92,88.88,96.96,58.58,75.952
65.65,96.96,99.99,61.61,55.55,86.86,75.75,55.55,52.52,90.9,92.92,57.57,77.77,86.86,90.9,76.49066667
53.53,63.63,50.5,72.72,86.86,74.74,55.55,97.97,90.9,54.54,80.8,79.79,60.6,89.89,69.69,72.114
